,Index,Subject,Birth year,Record,Link,FileLink,Context,Word,Dissimilation,Num,pos
0,71219,авм1922,1922,N20130624b2,http://www.parasolcorpus.org/Pushkino/OUT/N20130624b2-583230-593126.wav,http://www.parasolcorpus.org/Pushkino/OUT/N20130624b2-583230-593126.wav,"О - ой, всяко... Сто человеков ходило, из ни = ой... ой, блядь, я, где мы на оборонных - то были, #кто# уж и не вспомнит опять уж?",кто,no,0.0,588178.0
1,73315,авм1922,1922,N20130624b2,http://www.parasolcorpus.org/Pushkino/OUT/N20130624b2-1145900-1147976.wav,http://www.parasolcorpus.org/Pushkino/OUT/N20130624b2-1145900-1147976.wav,А #кто# мельником - то последний - от...,хто,yes,1.0,1146938.0
2,73359,авм1922,1922,N20130624b2,http://www.parasolcorpus.org/Pushkino/OUT/N20130624b2-1150949-1154441.wav,http://www.parasolcorpus.org/Pushkino/OUT/N20130624b2-1150949-1154441.wav, #кто# по = последний - от год мельником - то у нас - то был - то?,кто,no,0.0,1152695.0
3,175041,авм1922,1922,20130701d-avm,http://www.parasolcorpus.org/Pushkino/OUT/20130701d-avm-27571-30763.wav,http://www.parasolcorpus.org/Pushkino/OUT/20130701d-avm-27571-30763.wav,"А я говорю, ну дак уж #кто# какой есть ведь есть.",хто,yes,1.0,29167.0
4,175768,авм1922,1922,20130701d-avm,http://www.parasolcorpus.org/Pushkino/OUT/20130701d-avm-258387-265962.wav,http://www.parasolcorpus.org/Pushkino/OUT/20130701d-avm-258387-265962.wav,"[ вздох ] Не знаю, #кто# ещё там, в Плосском - то. Пожалуй, пожалуй.",хто,yes,1.0,262174.5
5,176399,авм1922,1922,20130701d-avm,http://www.parasolcorpus.org/Pushkino/OUT/20130701d-avm-506892-507399.wav,http://www.parasolcorpus.org/Pushkino/OUT/20130701d-avm-506892-507399.wav, #Кто# ?,хто,yes,1.0,507145.5
6,176843,авм1922,1922,20130701d-avm,http://www.parasolcorpus.org/Pushkino/OUT/20130701d-avm-647387-648185.wav,http://www.parasolcorpus.org/Pushkino/OUT/20130701d-avm-647387-648185.wav, #Кто# ведь...,хто,yes,1.0,647786.0
7,177440,авм1922,1922,20130701d-avm,http://www.parasolcorpus.org/Pushkino/OUT/20130701d-avm-832923-838558.wav,http://www.parasolcorpus.org/Pushkino/OUT/20130701d-avm-832923-838558.wav,"Это на меня - то квартиру, а в квартиру < шёл > < #кто# >, то я ведь не поеду, и Ваня "" "" не поеду "" "", Алёша, у всех свои дома, дак.",хто,yes,1.0,835740.5
8,177838,авм1922,1922,20130701d-avm,http://www.parasolcorpus.org/Pushkino/OUT/20130701d-avm-955518-959554.wav,http://www.parasolcorpus.org/Pushkino/OUT/20130701d-avm-955518-959554.wav,"Может, может, детдомовцы, может тоже, #кто# его знает, не могу сказать.",хто,yes,1.0,957536.0
9,178973,авм1922,1922,20130701d-avm,http://www.parasolcorpus.org/Pushkino/OUT/20130701d-avm-1322871-1323737.wav,http://www.parasolcorpus.org/Pushkino/OUT/20130701d-avm-1322871-1323737.wav, #Кто# в Чечню дак.,хто,yes,1.0,1323304.0
10,179631,авм1922,1922,20130701d-avm,http://www.parasolcorpus.org/Pushkino/OUT/20130701d-avm-1525994-1530397.wav,http://www.parasolcorpus.org/Pushkino/OUT/20130701d-avm-1525994-1530397.wav,"В деревне эк оно, #кто# побогаче живёт, дак тех окулачили раньше у нас ведь.",кто,no,0.0,1528195.5
11,180353,авм1922,1922,20130701d-avm,http://www.parasolcorpus.org/Pushkino/OUT/20130701d-avm-1758451-1762470.wav,http://www.parasolcorpus.org/Pushkino/OUT/20130701d-avm-1758451-1762470.wav,"Дак на деревне! Это уж несчастный случай, наверное, #кто# они.",хто,yes,1.0,1760460.5
12,180971,авм1922,1922,20130701d-avm,http://www.parasolcorpus.org/Pushkino/OUT/20130701d-avm-1990730-1994126.wav,http://www.parasolcorpus.org/Pushkino/OUT/20130701d-avm-1990730-1994126.wav,"Обжились, дак теперь ведь уже, #кто# где обживётся, тут и живут.",хто,yes,1.0,1992428.0
13,181694,авм1922,1922,20130701d-avm,http://www.parasolcorpus.org/Pushkino/OUT/20130701d-avm-2275309-2278844.wav,http://www.parasolcorpus.org/Pushkino/OUT/20130701d-avm-2275309-2278844.wav,"Вот так вот скоро, помани эво кажный день, #кто# - нинабудь, да и ет = едут.",хто,yes,1.0,2277076.5
14,182199,авм1922,1922,20130701d-avm,http://www.parasolcorpus.org/Pushkino/OUT/20130701d-avm-2449393-2451163.wav,http://www.parasolcorpus.org/Pushkino/OUT/20130701d-avm-2449393-2451163.wav,Теперь и наволок #кто# скосит.,хто,yes,1.0,2450278.0
15,182836,авм1922,1922,20130701d-avm,http://www.parasolcorpus.org/Pushkino/OUT/20130701d-avm-2680734-2682526.wav,http://www.parasolcorpus.org/Pushkino/OUT/20130701d-avm-2680734-2682526.wav,"А теперь #кто# станет, как в магазин возят.",хто,yes,1.0,2681630.0
16,183370,авм1922,1922,20130701d-avm,http://www.parasolcorpus.org/Pushkino/OUT/20130701d-avm-2923225-2925172.wav,http://www.parasolcorpus.org/Pushkino/OUT/20130701d-avm-2923225-2925172.wav,Не вижу. А чего надо? А #кто# тут?,хто,yes,1.0,2924198.5
17,279673,авм1922,1922,20130626d-avm,http://www.parasolcorpus.org/Pushkino/OUT/20130626d-avm-97123-105562.wav,http://www.parasolcorpus.org/Pushkino/OUT/20130626d-avm-97123-105562.wav,"Дак ведь, #кто# как живёт, и здесь тоже есть, как винцом - то занимаются, дак те и тык в тык живут на пенсии дак.",хто,yes,1.0,101342.5
18,280538,авм1922,1922,20130626d-avm,http://www.parasolcorpus.org/Pushkino/OUT/20130626d-avm-455234-458970.wav,http://www.parasolcorpus.org/Pushkino/OUT/20130626d-avm-455234-458970.wav,"Ходил по всему дак, #кто# тут, тому хватило.",хто,yes,1.0,457102.0
19,283204,авм1922,1922,20130626d-avm,http://www.parasolcorpus.org/Pushkino/OUT/20130626d-avm-1536243-1539342.wav,http://www.parasolcorpus.org/Pushkino/OUT/20130626d-avm-1536243-1539342.wav,"А #кто# этим не занимается, у тех все дет = дети любые.",хто,yes,1.0,1537792.5
20,285457,авм1922,1922,20130626d-avm,http://www.parasolcorpus.org/Pushkino/OUT/20130626d-avm-2485746-2489164.wav,http://www.parasolcorpus.org/Pushkino/OUT/20130626d-avm-2485746-2489164.wav," #Кто# , кто куда, куда захоронит своих, дак тут и ходят.",хто,yes,1.0,2487455.0
21,285459,авм1922,1922,20130626d-avm,http://www.parasolcorpus.org/Pushkino/OUT/20130626d-avm-2485746-2489164.wav,http://www.parasolcorpus.org/Pushkino/OUT/20130626d-avm-2485746-2489164.wav,"Кто, #кто# куда, куда захоронит своих, дак тут и ходят.",хто,yes,1.0,2487455.0
22,285506,авм1922,1922,20130626d-avm,http://www.parasolcorpus.org/Pushkino/OUT/20130626d-avm-2522749-2523910.wav,http://www.parasolcorpus.org/Pushkino/OUT/20130626d-avm-2522749-2523910.wav, #Кто# рассказывал - то?,хто,yes,1.0,2523329.5
23,306189,авм1922,1922,N20130624b3,http://www.parasolcorpus.org/Pushkino/OUT/N20130624b3-169369-176685.wav,http://www.parasolcorpus.org/Pushkino/OUT/N20130624b3-169369-176685.wav,"Наташа - то рассказывала дак, еще сестренка есть, дак, эва #кто# думал, что все дома - то нельзя так - то оставить - то.",хто,yes,1.0,173027.0
24,308579,авм1922,1922,N20130624b3,http://www.parasolcorpus.org/Pushkino/OUT/N20130624b3-831768-837154.wav,http://www.parasolcorpus.org/Pushkino/OUT/N20130624b3-831768-837154.wav,"А ко мне #кто# мимо пойдет дак и помашут, я говорю, да не = не машите, я вас не вижу, один глаз видит дак.",хто,yes,1.0,834461.0
25,309436,авм1922,1922,N20130624b3,http://www.parasolcorpus.org/Pushkino/OUT/N20130624b3-1071172-1071927.wav,http://www.parasolcorpus.org/Pushkino/OUT/N20130624b3-1071172-1071927.wav, #Кто# ?,хто,yes,1.0,1071549.5
26,350875,авм1922,1922,N20130624b1,http://www.parasolcorpus.org/Pushkino/OUT/N20130624b1-69867-74874.wav,http://www.parasolcorpus.org/Pushkino/OUT/N20130624b1-69867-74874.wav,"Оборонны с родителями, а #кто# родители - то, мама была, мама да сестры да всё.",хто,yes,1.0,72370.5
27,351492,авм1922,1922,N20130624b1,http://www.parasolcorpus.org/Pushkino/OUT/N20130624b1-229934-231434.wav,http://www.parasolcorpus.org/Pushkino/OUT/N20130624b1-229934-231434.wav,А варит - то #кто# ?,хто,yes,1.0,230684.0
28,352215,авм1922,1922,N20130624b1,http://www.parasolcorpus.org/Pushkino/OUT/N20130624b1-474389-475233.wav,http://www.parasolcorpus.org/Pushkino/OUT/N20130624b1-474389-475233.wav, #Кто# я - то?,кто,no,0.0,474811.0
29,354218,авм1922,1922,N20130624b1,http://www.parasolcorpus.org/Pushkino/OUT/N20130624b1-992589-993888.wav,http://www.parasolcorpus.org/Pushkino/OUT/N20130624b1-992589-993888.wav," #Кто# , Петя - то?",хто,yes,1.0,993238.5
30,178270,авм1922,1922,20130701d-avm,http://www.parasolcorpus.org/Pushkino/OUT/20130701d-avm-1096030-1100680.wav,http://www.parasolcorpus.org/Pushkino/OUT/20130701d-avm-1096030-1100680.wav,"Дак продал москвичам дорого и там уж ведь я не проне = <? >, и #никто# не знает.",нихто,yes,1.0,1098355.0
31,181313,авм1922,1922,20130701d-avm,http://www.parasolcorpus.org/Pushkino/OUT/20130701d-avm-2122782-2124276.wav,http://www.parasolcorpus.org/Pushkino/OUT/20130701d-avm-2122782-2124276.wav,У меня #никто# сегодня не был.,нихто,yes,1.0,2123529.0
32,181318,авм1922,1922,20130701d-avm,http://www.parasolcorpus.org/Pushkino/OUT/20130701d-avm-2125588-2127561.wav,http://www.parasolcorpus.org/Pushkino/OUT/20130701d-avm-2125588-2127561.wav," #Никто# , Ваня только посидел, да.",нихто,yes,1.0,2126574.5
33,182246,авм1922,1922,20130701d-avm,http://www.parasolcorpus.org/Pushkino/OUT/20130701d-avm-2470578-2472565.wav,http://www.parasolcorpus.org/Pushkino/OUT/20130701d-avm-2470578-2472565.wav,"Теперь #никто# руками =, а некому и...",нихто,yes,1.0,2471571.5
34,280742,авм1922,1922,20130626d-avm,http://www.parasolcorpus.org/Pushkino/OUT/20130626d-avm-521559-526920.wav,http://www.parasolcorpus.org/Pushkino/OUT/20130626d-avm-521559-526920.wav," #Никто# у него, ревизии никакие не = не бывают, ведь у нас дак ревизии делают, дак всё, а та = там ничего.",нихто,yes,1.0,524239.5
35,285571,авм1922,1922,20130626d-avm,http://www.parasolcorpus.org/Pushkino/OUT/20130626d-avm-2544572-2548166.wav,http://www.parasolcorpus.org/Pushkino/OUT/20130626d-avm-2544572-2548166.wav,"Нет, никого нет, не хоронили никого, #никто# не убивал никого.",никто,no,0.0,2546369.0
36,307852,авм1922,1922,N20130624b3,http://www.parasolcorpus.org/Pushkino/OUT/N20130624b3-655707-658311.wav,http://www.parasolcorpus.org/Pushkino/OUT/N20130624b3-655707-658311.wav,"А вот там уж ни у кого не < спрашивает >, ко мне #никто# не ходит.",нихто,yes,1.0,657009.0
37,308756,авм1922,1922,N20130624b3,http://www.parasolcorpus.org/Pushkino/OUT/N20130624b3-886247-890712.wav,http://www.parasolcorpus.org/Pushkino/OUT/N20130624b3-886247-890712.wav,"Молодые, где молодых я не знаю, ныне и ребят, #никто# не ноcит дак.",нихто,yes,1.0,888479.5
38,71580,авм1922,1922,N20130624b2,http://www.parasolcorpus.org/Pushkino/OUT/N20130624b2-679268-682746.wav,http://www.parasolcorpus.org/Pushkino/OUT/N20130624b2-679268-682746.wav,"<? > #кто# < знает? >, кто знает.",,yes?,,681007.0
39,71586,авм1922,1922,N20130624b2,http://www.parasolcorpus.org/Pushkino/OUT/N20130624b2-679268-682746.wav,http://www.parasolcorpus.org/Pushkino/OUT/N20130624b2-679268-682746.wav,"<? > кто < знает? >, #кто# знает.",,нрзб,,681007.0
40,177942,авм1922,1922,20130701d-avm,http://www.parasolcorpus.org/Pushkino/OUT/20130701d-avm-993984-996295.wav,http://www.parasolcorpus.org/Pushkino/OUT/20130701d-avm-993984-996295.wav," #Кто# кому завещание дал, дак.",кхто,mid,,995139.5
41,178640,авм1922,1922,20130701d-avm,http://www.parasolcorpus.org/Pushkino/OUT/20130701d-avm-1223060-1225164.wav,http://www.parasolcorpus.org/Pushkino/OUT/20130701d-avm-1223060-1225164.wav,"А #кто# запьёт, дак уволят с работы.",,????,,1224112.0
42,231660,авм1922,1922,20130626d-avm,http://www.parasolcorpus.org/Pushkino/OUT/20130626d-avm-2548166-2552022.wav,http://www.parasolcorpus.org/Pushkino/OUT/20130626d-avm-2548166-2552022.wav," #Никто# не умирал, никого, всех хоронили честь по чести из дома.",Никто,,1.0,2550094.0
43,423786,авм1922,1922,N20130624b2,http://www.parasolcorpus.org/Pushkino/OUT/N20130624b2-313030-321113.wav,http://www.parasolcorpus.org/Pushkino/OUT/N20130624b2-313030-321113.wav,"Ту говорят после, сказывают, стали молодежь - та пить, да все дак, и =, и #никто# не знает что зажгли - подожгли, сгорела.",никто,,1.0,317071.5
44,315552,мик1922,1922,20160629j-mik,http://www.parasolcorpus.org/Pushkino/OUT/20160629j-mik-256252-257868.wav,http://www.parasolcorpus.org/Pushkino/OUT/20160629j-mik-256252-257868.wav,А у = #кто# как.,кто,++,1.0,257060.0
45,315560,мик1922,1922,20160629j-mik,http://www.parasolcorpus.org/Pushkino/OUT/20160629j-mik-259773-264563.wav,http://www.parasolcorpus.org/Pushkino/OUT/20160629j-mik-259773-264563.wav,"Э = это ко = #кто# = кто как, у меня отец, это, < к двадцати > семи годов женился.",кто,++,1.0,262168.0
46,315562,мик1922,1922,20160629j-mik,http://www.parasolcorpus.org/Pushkino/OUT/20160629j-mik-259773-264563.wav,http://www.parasolcorpus.org/Pushkino/OUT/20160629j-mik-259773-264563.wav,"Э = это ко = кто = #кто# как, у меня отец, это, < к двадцати > семи годов женился.",кто,++,1.0,262168.0
47,315585,мик1922,1922,20160629j-mik,http://www.parasolcorpus.org/Pushkino/OUT/20160629j-mik-265169-275674.wav,http://www.parasolcorpus.org/Pushkino/OUT/20160629j-mik-265169-275674.wav,"Так что они... #Кто# = кто = кто молодой, у ко = кого как от = отец да мать и только он один, дак его и рано женят, и молодого, годов в восемнадцать, а и...",Кто,++,1.0,270421.5
48,315587,мик1922,1922,20160629j-mik,http://www.parasolcorpus.org/Pushkino/OUT/20160629j-mik-265169-275674.wav,http://www.parasolcorpus.org/Pushkino/OUT/20160629j-mik-265169-275674.wav,"Так что они... Кто = #кто# = кто молодой, у ко = кого как от = отец да мать и только он один, дак его и рано женят, и молодого, годов в восемнадцать, а и...",кто,++,1.0,270421.5
49,315589,мик1922,1922,20160629j-mik,http://www.parasolcorpus.org/Pushkino/OUT/20160629j-mik-265169-275674.wav,http://www.parasolcorpus.org/Pushkino/OUT/20160629j-mik-265169-275674.wav,"Так что они... Кто = кто = #кто# молодой, у ко = кого как от = отец да мать и только он один, дак его и рано женят, и молодого, годов в восемнадцать, а и...",кто,++,1.0,270421.5
50,315722,мик1922,1922,20160629j-mik,http://www.parasolcorpus.org/Pushkino/OUT/20160629j-mik-311290-313772.wav,http://www.parasolcorpus.org/Pushkino/OUT/20160629j-mik-311290-313772.wav,"А #никто# не брал, никому не надо.",никто,++,1.0,312531.0
51,317926,мик1922,1922,20160629j-mik,http://www.parasolcorpus.org/Pushkino/OUT/20160629j-mik-1220020-1226369.wav,http://www.parasolcorpus.org/Pushkino/OUT/20160629j-mik-1220020-1226369.wav,"Чего я этого не = не = не = не = не = не =, то есть, не = не понимала, что... #кто# знает, что...",кто,++,1.0,1223194.5
52,320466,мик1922,1922,20160629j-mik,http://www.parasolcorpus.org/Pushkino/OUT/20160629j-mik-2334011-2340013.wav,http://www.parasolcorpus.org/Pushkino/OUT/20160629j-mik-2334011-2340013.wav,"за = за = только, что в другой раз #кто# - нибудь что - нибудь скажет, дак...",кто,++,1.0,2337012.0
53,320888,мик1922,1922,20160629j-mik,http://www.parasolcorpus.org/Pushkino/OUT/20160629j-mik-2550039-2550645.wav,http://www.parasolcorpus.org/Pushkino/OUT/20160629j-mik-2550039-2550645.wav, #Кто# ?,Кто,0,,2550342.0
54,322873,мик1922,1922,20160629j-mik,http://www.parasolcorpus.org/Pushkino/OUT/20160629j-mik-3355038-3356362.wav,http://www.parasolcorpus.org/Pushkino/OUT/20160629j-mik-3355038-3356362.wav,А как же? #Кто# больше?,Кто,++,1.0,3355700.0
55,323494,мик1922,1922,20160629j-mik,http://www.parasolcorpus.org/Pushkino/OUT/20160629j-mik-3616465-3626047.wav,http://www.parasolcorpus.org/Pushkino/OUT/20160629j-mik-3616465-3626047.wav,"Сейчас ничего не растёт. Экой дождь - то, #кто# знает, вся во =... Вода испорчена и всё, всё испорчено... Ой, всё нарушено!",кто,++,1.0,3621256.0
56,325539,мик1922,1922,20160629j-mik,http://www.parasolcorpus.org/Pushkino/OUT/20160629j-mik-4523375-4529555.wav,http://www.parasolcorpus.org/Pushkino/OUT/20160629j-mik-4523375-4529555.wav,"А х = а #кто# там этим, мэром - то? Николай? Пушкин?",кто,+,1.0,4526465.0
57,751157,мик1922,1922,20130704d-mik-1,http://www.parasolcorpus.org/Pushkino/OUT/20130704d-mik-1-551807-558230.wav,http://www.parasolcorpus.org/Pushkino/OUT/20130704d-mik-1-551807-558230.wav,"А #кто# , дак вот у меня так дедушка < боголеп > шил хорошо, а остальных я не знаю... материн отец",кто,++,1.0,555018.5
58,751961,мик1922,1922,20130704d-mik-1,http://www.parasolcorpus.org/Pushkino/OUT/20130704d-mik-1-903765-906317.wav,http://www.parasolcorpus.org/Pushkino/OUT/20130704d-mik-1-903765-906317.wav,А ныне ( ноне ) и #никто# и в гармонь не играет.,никто,++,1.0,905041.0
59,751976,мик1922,1922,20130704d-mik-1,http://www.parasolcorpus.org/Pushkino/OUT/20130704d-mik-1-906458-909095.wav,http://www.parasolcorpus.org/Pushkino/OUT/20130704d-mik-1-906458-909095.wav,Вон у меня есть гармонь - то дак #никто# не играет.,никто,++,1.0,907776.5
60,752047,мик1922,1922,20130704d-mik-1,http://www.parasolcorpus.org/Pushkino/OUT/20130704d-mik-1-946169-951022.wav,http://www.parasolcorpus.org/Pushkino/OUT/20130704d-mik-1-946169-951022.wav,"Ну, сказ = сказки рассказывали, да ведь #кто# , кто, кто что, кто чего может сделать.",кто,++,1.0,948595.5
61,752049,мик1922,1922,20130704d-mik-1,http://www.parasolcorpus.org/Pushkino/OUT/20130704d-mik-1-946169-951022.wav,http://www.parasolcorpus.org/Pushkino/OUT/20130704d-mik-1-946169-951022.wav,"Ну, сказ = сказки рассказывали, да ведь кто, #кто# , кто что, кто чего может сделать.",кто,++,1.0,948595.5
62,752051,мик1922,1922,20130704d-mik-1,http://www.parasolcorpus.org/Pushkino/OUT/20130704d-mik-1-946169-951022.wav,http://www.parasolcorpus.org/Pushkino/OUT/20130704d-mik-1-946169-951022.wav,"Ну, сказ = сказки рассказывали, да ведь кто, кто, #кто# что, кто чего может сделать.",кто,++,1.0,948595.5
63,752054,мик1922,1922,20130704d-mik-1,http://www.parasolcorpus.org/Pushkino/OUT/20130704d-mik-1-946169-951022.wav,http://www.parasolcorpus.org/Pushkino/OUT/20130704d-mik-1-946169-951022.wav,"Ну, сказ = сказки рассказывали, да ведь кто, кто, кто что, #кто# чего может сделать.",кто,++,1.0,948595.5
64,752935,мик1922,1922,20130704d-mik-1,http://www.parasolcorpus.org/Pushkino/OUT/20130704d-mik-1-1329574-1330219.wav,http://www.parasolcorpus.org/Pushkino/OUT/20130704d-mik-1-1329574-1330219.wav, #Кто# ?,Кто,++,1.0,1329896.5
65,753567,мик1922,1922,20130704d-mik-1,http://www.parasolcorpus.org/Pushkino/OUT/20130704d-mik-1-1573588-1576295.wav,http://www.parasolcorpus.org/Pushkino/OUT/20130704d-mik-1-1573588-1576295.wav," #Кто# подшутил, не знаю, кому помешало.",Кто,++,1.0,1574941.5
66,755022,мик1922,1922,20130704d-mik-1,http://www.parasolcorpus.org/Pushkino/OUT/20130704d-mik-1-2289225-2291007.wav,http://www.parasolcorpus.org/Pushkino/OUT/20130704d-mik-1-2289225-2291007.wav, #Кто# ? Ему - то?,Кто,++,1.0,2290116.0
67,755029,мик1922,1922,20130704d-mik-1,http://www.parasolcorpus.org/Pushkino/OUT/20130704d-mik-1-2291515-2295231.wav,http://www.parasolcorpus.org/Pushkino/OUT/20130704d-mik-1-2291515-2295231.wav,"Ему #никто# не отомстил, не, как отомстить, не не пришёл дак.",никто,+,1.0,2293373.0
68,755940,мик1922,1922,20130704d-mik-1,http://www.parasolcorpus.org/Pushkino/OUT/20130704d-mik-1-2810238-2813282.wav,http://www.parasolcorpus.org/Pushkino/OUT/20130704d-mik-1-2810238-2813282.wav,"Да не знаю, ведь вот чего, #кто# ",кто,++,1.0,2811760.0
69,756748,мик1922,1922,20130704d-mik-1,http://www.parasolcorpus.org/Pushkino/OUT/20130704d-mik-1-3137492-3139681.wav,http://www.parasolcorpus.org/Pushkino/OUT/20130704d-mik-1-3137492-3139681.wav,и ведь #кто# чего делает.,кто,++,1.0,3138586.5
70,241,анс1925,1925,20140622c-ans-1b,http://www.parasolcorpus.org/Pushkino/OUT/20140622c-ans-1b-153686-155546.wav,http://www.parasolcorpus.org/Pushkino/OUT/20140622c-ans-1b-153686-155546.wav,"Как #кто# зовешь, дак идут.",кто,no,0.0,154616.0
71,1092,анс1925,1925,20140622c-ans-1b,http://www.parasolcorpus.org/Pushkino/OUT/20140622c-ans-1b-562782-567465.wav,http://www.parasolcorpus.org/Pushkino/OUT/20140622c-ans-1b-562782-567465.wav,"Сейчас - то не знаю, имают ли, хо = ходит #кто# ли, не ходит.",хто,yes,1.0,565123.5
72,2806,анс1925,1925,20140622c-ans-1b,http://www.parasolcorpus.org/Pushkino/OUT/20140622c-ans-1b-1625966-1633374.wav,http://www.parasolcorpus.org/Pushkino/OUT/20140622c-ans-1b-1625966-1633374.wav,"Ой, ой, разорители - разорители, #кто# это все разорил, дак блядь бы раз = убила бы их.",хто,yes,1.0,1629670.0
73,3332,анс1925,1925,20140622c-ans-1b,http://www.parasolcorpus.org/Pushkino/OUT/20140622c-ans-1b-1873253-1876465.wav,http://www.parasolcorpus.org/Pushkino/OUT/20140622c-ans-1b-1873253-1876465.wav," #Кто# умер, кто родился, все записано.",хто,yes,1.0,1874859.0
74,3335,анс1925,1925,20140622c-ans-1b,http://www.parasolcorpus.org/Pushkino/OUT/20140622c-ans-1b-1873253-1876465.wav,http://www.parasolcorpus.org/Pushkino/OUT/20140622c-ans-1b-1873253-1876465.wav,"Кто умер, #кто# родился, все записано.",кто,no,0.0,1874859.0
75,48715,анс1925,1925,20140622c-ans-1a,http://www.parasolcorpus.org/Pushkino/OUT/20140622c-ans-1a-1019125-1026105.wav,http://www.parasolcorpus.org/Pushkino/OUT/20140622c-ans-1a-1019125-1026105.wav,"А Бог знает. #Кто# - то чего, кто спичку бросил, кто ку = курил, не знают.",хто,yes,1.0,1022615.0
76,48720,анс1925,1925,20140622c-ans-1a,http://www.parasolcorpus.org/Pushkino/OUT/20140622c-ans-1a-1019125-1026105.wav,http://www.parasolcorpus.org/Pushkino/OUT/20140622c-ans-1a-1019125-1026105.wav,"А Бог знает. Кто - то чего, #кто# спичку бросил, кто ку = курил, не знают.",хто,yes,1.0,1022615.0
77,48724,анс1925,1925,20140622c-ans-1a,http://www.parasolcorpus.org/Pushkino/OUT/20140622c-ans-1a-1019125-1026105.wav,http://www.parasolcorpus.org/Pushkino/OUT/20140622c-ans-1a-1019125-1026105.wav,"А Бог знает. Кто - то чего, кто спичку бросил, #кто# ку = курил, не знают.",хто,yes,1.0,1022615.0
78,49395,анс1925,1925,20140622c-ans-1a,http://www.parasolcorpus.org/Pushkino/OUT/20140622c-ans-1a-1433495-1436035.wav,http://www.parasolcorpus.org/Pushkino/OUT/20140622c-ans-1a-1433495-1436035.wav,Там хоронят... Да #кто# где хоронит.,хто,yes,1.0,1434765.0
79,81219,анс1925,1925,I20130625b2,http://www.parasolcorpus.org/Pushkino/OUT/I20130625b2-351922-353441.wav,http://www.parasolcorpus.org/Pushkino/OUT/I20130625b2-351922-353441.wav,А уж не знаю #кто# .,хто,yes,1.0,352681.5
80,197119,анс1925,1925,20140622c-ans-1c,http://www.parasolcorpus.org/Pushkino/OUT/20140622c-ans-1c-171201-175100.wav,http://www.parasolcorpus.org/Pushkino/OUT/20140622c-ans-1c-171201-175100.wav,"А #кто# , кого тут выделят, выделят человека.",хто,yes,1.0,173150.5
81,200050,анс1925,1925,20140622c-ans-1c,http://www.parasolcorpus.org/Pushkino/OUT/20140622c-ans-1c-1772707-1777011.wav,http://www.parasolcorpus.org/Pushkino/OUT/20140622c-ans-1c-1772707-1777011.wav,"Да, #кто# - то теперь и раньше кто жил хорошо, кто плохо.",хто,yes,1.0,1774859.0
82,200056,анс1925,1925,20140622c-ans-1c,http://www.parasolcorpus.org/Pushkino/OUT/20140622c-ans-1c-1772707-1777011.wav,http://www.parasolcorpus.org/Pushkino/OUT/20140622c-ans-1c-1772707-1777011.wav,"Да, кто - то теперь и раньше #кто# жил хорошо, кто плохо.",хто,yes,1.0,1774859.0
83,200060,анс1925,1925,20140622c-ans-1c,http://www.parasolcorpus.org/Pushkino/OUT/20140622c-ans-1c-1772707-1777011.wav,http://www.parasolcorpus.org/Pushkino/OUT/20140622c-ans-1c-1772707-1777011.wav,"Да, кто - то теперь и раньше кто жил хорошо, #кто# плохо.",хто,yes,1.0,1774859.0
84,200066,анс1925,1925,20140622c-ans-1c,http://www.parasolcorpus.org/Pushkino/OUT/20140622c-ans-1c-1777705-1781685.wav,http://www.parasolcorpus.org/Pushkino/OUT/20140622c-ans-1c-1777705-1781685.wav,"А теперь тоже #кто# хорошо, кто плохо, всё так идёт.",хто,yes,1.0,1779695.0
85,200069,анс1925,1925,20140622c-ans-1c,http://www.parasolcorpus.org/Pushkino/OUT/20140622c-ans-1c-1777705-1781685.wav,http://www.parasolcorpus.org/Pushkino/OUT/20140622c-ans-1c-1777705-1781685.wav,"А теперь тоже кто хорошо, #кто# плохо, всё так идёт.",хто,yes,1.0,1779695.0
86,295835,анс1925,1925,I20130625b1,http://www.parasolcorpus.org/Pushkino/OUT/I20130625b1-1252181-1256962.wav,http://www.parasolcorpus.org/Pushkino/OUT/I20130625b1-1252181-1256962.wav,"Я - то не живу так, не знаю лучше или нет ли. #Кто# как живет.",кто,no,0.0,1254571.5
87,349783,анс1925,1925,20130705b-ans,http://www.parasolcorpus.org/Pushkino/OUT/20130705b-ans-74874-79081.wav,http://www.parasolcorpus.org/Pushkino/OUT/20130705b-ans-74874-79081.wav,"Как!.. #Кто# как говорит, кто полого, кто круто!",кто,no,0.0,76977.5
88,349787,анс1925,1925,20130705b-ans,http://www.parasolcorpus.org/Pushkino/OUT/20130705b-ans-74874-79081.wav,http://www.parasolcorpus.org/Pushkino/OUT/20130705b-ans-74874-79081.wav,"Как!.. Кто как говорит, #кто# полого, кто круто!",кто,no,0.0,76977.5
89,349790,анс1925,1925,20130705b-ans,http://www.parasolcorpus.org/Pushkino/OUT/20130705b-ans-74874-79081.wav,http://www.parasolcorpus.org/Pushkino/OUT/20130705b-ans-74874-79081.wav,"Как!.. Кто как говорит, кто полого, #кто# круто!",хто,yes,1.0,76977.5
90,354973,анс1925,1925,20130705a-ans,http://www.parasolcorpus.org/Pushkino/OUT/20130705a-ans-35666-37398.wav,http://www.parasolcorpus.org/Pushkino/OUT/20130705a-ans-35666-37398.wav,"Да, #кто# куда!",хто,yes,1.0,36532.0
